"16","SSK","HAM",TRUE,37,0,2013024,2013,4,"2013-07-21T19:00:00",FALSE,0,0,0,3,16,10,3,0,0,1,0,6,0,4,0,0,0,7,7,14,0,0.5,0.5,0,0.428571428571429,608,2049,70,521,33,43.4285714285714,146.357142857143,5,37.2142857142857,2.35714285714286,7.44285714285714,29,0,4,0,0,4,0,1,0,3,2,0,0,1,0,0,0,3,2,0,0,1,0,47,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,75,61,95,95,0,0,1,6,450,366,0,0,0,0,0,0,0,0,0,0,0,32,20,2,0,0,0.625,0,4,0.125,10.84375,17.35,10.84375,32,347,60,30,9,99,30.8333333333333,31.3333333333333,0,0,0,0,48,46,0,6,185,188,17.35,60,0,20,4,347,0,0,0,0,0,9.375,19,8,0,75,27,5.66666666666667,18,0,0,153,0,0,0,0,5,34,6.8,8,0,0,0,0,29,0,2,4,2,4,37,347,500,496,575,847,0,13,0,0,138.9,1,0,0,0,75,8,0,9.375,2013
"17","MTL","EDM",TRUE,32,27,2013025,2013,5,"2013-07-25T19:30:00",FALSE,0,0,0,0,11,8,6,0,0,0,0,7,0,2,0,1,0,8,8,16,1,0.5,0.5,0.0625,0.4375,743,2075,70,369,30,46.4375,129.6875,4.375,23.0625,1.875,5.27142857142857,19,2,2,0,0,2,0,1,0,6,2,2,2,0,0,0,0,6,2,2,2,0,0,32,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,13,21,26,2,0,61.6666666666667,40,67,43,0,0,0,3,185,120,0,0,0,0,0,0,0,0,0,0,0,29,19,2,0,0,0.655172413793103,0.0645161290322581,1,0.0344827586206897,6.96551724137931,10.6315789473684,6.09677419354839,31,202,24,29,8,60,47.8571428571429,31.7142857142857,0,0,0,0,54,49,0,7,335,222,10.6315789473684,24,0,19,1,202,25.5,34,4,0,102,7,16,6,0,42,26,6.53846153846154,25,0,1,170,6.5,8,2,13,3,23,7.66666666666667,9,3,5,1.66666666666667,0,33,0,2,13,6.5,2,32,189,372,359,516,561,2,20,0,0,97.2,0,0,0,0,144,10,0,14.4,2013
"18","WPG","CGY",TRUE,24,37,2013026,2013,5,"2013-07-26T20:00:00",FALSE,0,0,0,4,12,7,1,0,0,0,0,6,0,3,1,1,1,4,4,13,3,0.307692307692308,0.307692307692308,0.230769230769231,0.461538461538462,562,1301,61,308,21,43.2307692307692,100.076923076923,4.69230769230769,23.6923076923077,1.61538461538462,5.04918032786885,23,3,3,0,0,3,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,41,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,46.6,26.4,63,47,0,0,0,5,233,132,0,0,0,0,0,0,0,0,0,0,0,35,19,1,1,0.0285714285714286,0.542857142857143,0.0789473684210526,2,0.0571428571428571,5.54285714285714,10.2105263157895,4.76315789473684,38,194,40,34,6,45,42.1666666666667,38.3333333333333,0,0,0,0,49,47,0,6,253,230,10.2105263157895,40,0,19,2,194,16,18,4,0,64,9.5,11,2,0,19,16,5.625,15,0,1,90,4.33333333333333,7,3,13,1,8,8,9,4,5,1.25,0,58,0,3,13,4.33333333333333,3,24,181,284,271,367,465,2,6,0,0,77.6,0,0,0,0,83,6,0,13.8333333333333,2013
"19","HAM","SSK",TRUE,20,32,2013027,2013,5,"2013-07-27T19:30:00",FALSE,0,0,0,0,15,5,2,0,0,0,0,6,0,2,3,2,0,4,4,16,5,0.25,0.25,0.3125,0.375,459,1742,69,401,16,28.6875,108.875,4.3125,25.0625,1,5.81159420289855,20,5,2,0,0,2,0,1,0,2,1,0,1,0,0,0,0,2,1,0,1,0,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,61.2,41.4,68,52,0,0,0,5,306,207,0,0,0,0,0,0,0,0,0,0,0,41,26,4,0,0,0.634146341463415,0.145833333333333,2,0.0487804878048781,9.63414634146342,15.1923076923077,7.0625,48,395,51,41,6,64,40.8333333333333,34.5,0,0,0,0,47,42,0,6,245,207,15.1923076923077,51,0,26,2,395,23.6,29,5,0,118,4.57142857142857,8,7,0,32,12,6.16666666666667,18,0,0,74,8,11,7,56,3,17,5.66666666666667,8,1,1,1,0,42,1,8,58,7.25,2,20,339,469,411,619,808,2,8,0,0,111.3,0,0,0,0,150,12,0,12.5,2013
"20","TOR","BC",TRUE,38,12,2013028,2013,5,"2013-07-30T19:30:00",FALSE,0,0,0,2,12,8,1,0,1,1,0,4,0,5,0,1,0,6,6,13,1,0.461538461538462,0.461538461538462,0.0769230769230769,0.307692307692308,641,1749,56,348,33,49.3076923076923,134.538461538462,4.30769230769231,26.7692307692308,2.53846153846154,6.21428571428571,22,1,5,0,0,5,0,1,0,2,0,1,0,1,0,0,0,1,0,1,0,0,0,20,1,0,0,0,1,0,0.5,0,0,0,0,0,0,2,3,1,2,2,8,16,16,0,9,9,9,1,0,58.1666666666667,39.8333333333333,59,53,0,0,0,6,349,239,0,0,0,0,0,0,0,0,0,0,0,25,21,1,0,0,0.84,0.0740740740740741,3,0.12,10.12,12.047619047619,8.81481481481481,27,253,34,25,5,45,35.5,34,0,0,0,0,41,40,0,4,142,136,12.047619047619,34,0,21,3,253,24.25,33,4,0,97,4.33333333333333,6,3,0,13,20,5.1,14,0,2,102,7.5,14,2,15,3,11,3.66666666666667,6,1,1,1,0,42,0,5,22,4.4,5,38,238,355,333,465,593,1,8,0,0,148.4,2,16,8,0,110,7,0,15.7142857142857,2013
"21","EDM","HAM",TRUE,29,30,2013029,2013,6,"2013-08-02T21:00:00",FALSE,0,1,1,3,14,6,2,0,1,0,0,6,0,3,0,0,0,5,5,12,0,0.416666666666667,0.416666666666667,0,0.5,391,1509,60,468,24,32.5833333333333,125.75,5,39,2,7.8,23,0,2,0,0,2,0,1,0,3,0,1,1,0,1,0,0,2,0,1,1,0,0,38,1,0,0,0,0,1,0.666666666666667,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,63,42.6666666666667,67,61,0,0,0,6,378,256,0,0,0,0,0,0,0,0,0,0,0,35,22,1,0,0,0.628571428571429,0.0277777777777778,2,0.0571428571428571,8.97142857142857,14.2727272727273,8.58333333333333,36,314,40,35,5,62,48.1666666666667,38.6666666666667,0,0,0,0,55,44,0,6,289,232,14.2727272727273,40,0,22,2,314,20,31,5,0,100,6.66666666666667,10,3,0,20,15,4.73333333333333,22,0,1,71,5,5,1,5,4,27,6.75,10,2,6,3,1,51,0,2,8,4,3,29,309,385,377,505,694,0,9,0,1,110.9,0,0,0,0,120,8,0,15,2013
"22","BC","WPG",TRUE,27,20,2013030,2013,6,"2013-08-05T19:00:00",FALSE,0,0,0,2,17,2,1,1,1,2,0,8,0,3,0,1,0,5,4,17,1,0.294117647058824,0.235294117647059,0.0588235294117647,0.470588235294118,976,1935,71,325,22,57.4117647058824,113.823529411765,4.17647058823529,19.1176470588235,1.29411764705882,4.57746478873239,21,2,3,0,0,3,0,1,0,3,0,1,0,2,0,0,0,1,0,1,0,0,0,27,2,0,0,0,2,0,0.333333333333333,1,0,0,0,0,0,2,1,2,1,1,0,0,0,0,17,17,17,1,0,59.8,37.6,61,44,0,0,0,5,299,188,0,0,0,0,0,0,0,0,0,0,0,39,28,3,0,0,0.717948717948718,0.0930232558139535,3,0.0769230769230769,6.87179487179487,9.57142857142857,5.74418604651163,43,268,20,39,8,87,37.25,33.375,0,0,0,0,46,46,0,8,298,267,9.57142857142857,20,0,28,3,268,20.5,26,4,0,82,5.66666666666667,17,6,0,34,15,4.6,11,0,0,69,5.25,10,4,21,2,15,7.5,10,0,0,0,1,39,0,6,22,3.66666666666667,3,27,247,337,315,453,584,2,7,0,1,116.2,1,0,0,0,116,10,0,11.6,2013
"23","MTL","TOR",TRUE,13,38,2013031,2013,7,"2013-08-08T19:30:00",FALSE,0,0,0,2,8,8,2,0,1,1,0,5,0,1,1,3,1,3,3,15,5,0.2,0.2,0.333333333333333,0.333333333333333,487,1484,60,339,12,32.4666666666667,98.9333333333333,4,22.6,0.8,5.65,18,7,1,0,0,1,0,1,0,3,1,0,0,2,0,0,0,2,1,0,0,1,0,48,1,0,0,0,1,0,0.666666666666667,0,0,0,0,0,0,5,1,5,0,0,0,0,0,0,0,0,0,0,0,64,48.5,67,53,0,0,0,2,128,97,0,0,0,0,0,0,0,0,0,0,0,32,18,1,1,0.03125,0.5625,0.0588235294117647,1,0.03125,7.34375,13.0555555555556,6.26470588235294,34,235,48,31,6,50,42.2,32.8,0,0,0,0,46,39,0,5,211,164,13.0555555555556,48,0,18,1,235,20.8,24,5,0,104,4.16666666666667,12,6,0,25,17,6.05882352941176,13,0,0,103,11,13,2,22,1,7,7,5,3,6,2,0,46,0,3,25,8.33333333333333,1,13,213,338,313,467,551,6,7,0,0,77,0,0,0,0,129,11,0,11.7272727272727,2013
"24","CGY","SSK",TRUE,42,27,2013032,2013,7,"2013-08-09T21:00:00",FALSE,0,0,0,5,10,14,2,0,0,1,0,7,0,5,0,0,0,7,7,15,0,0.466666666666667,0.466666666666667,0,0.466666666666667,541,1902,69,490,36,36.0666666666667,126.8,4.6,32.6666666666667,2.4,7.10144927536232,29,0,5,0,1,4,1,0.8,0,2,0,1,1,0,0,0,0,2,0,1,1,0,0,30,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,4,2,0,0,0,0,0,0,0,0,0,68.8333333333333,50.6666666666667,79,79,0,0,0,6,413,304,0,0,0,0,0,0,0,0,0,0,0,29,21,3,0,0,0.724137931034483,0.0333333333333333,1,0.0344827586206897,7.51724137931035,10.3809523809524,6.96666666666667,30,218,25,29,6,50,47,43.2857142857143,0,0,0,0,58,58,0,7,329,303,10.3809523809524,25,0,21,1,218,21.75,24,4,0,87,6.5,16,6,0,39,26,8.57692307692308,53,0,4,223,9,9,1,9,4,11,2.75,10,1,4,4,1,34,0,5,12,2.4,5,42,209,441,429,567,650,0,10,0,0,105.2,2,0,0,0,126,10,0,12.6,2013
"25","WPG","HAM",TRUE,18,37,2013033,2013,8,"2013-08-16T20:00:00",FALSE,0,0,0,4,11,3,1,0,0,1,1,6,0,1,1,1,2,3,2,14,4,0.214285714285714,0.142857142857143,0.285714285714286,0.5,360,1615,60,343,10,25.7142857142857,115.357142857143,4.28571428571429,24.5,0.714285714285714,5.71666666666667,18,4,2,0,0,2,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,18,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,54,54,54,1,0,0,0,0,0,50,39,65,50,0,0,0,4,200,156,0,0,0,0,0,0,28,28,1,0,28,32,20,1,2,0.0625,0.625,0.0588235294117647,1,0.03125,7.8125,12.5,7.08823529411765,34,250,60,30,11,137,45.1428571428571,41.1428571428571,0,0,0,0,66,66,1,7,316,288,12.5,60,0,20,1,250,23,39,5,0,115,10.25,18,4,0,41,18,3.94444444444444,17,0,0,71,4.5,6,2,9,3,11,3.66666666666667,7,2,6,3,0,41,0,2,9,4.5,2,18,241,321,312,505,562,3,6,1,1,71.1,1,54,54,1,184,10,0,18.4,2013
"26","SSK","MTL",TRUE,24,21,2013034,2013,8,"2013-08-17T16:00:00",FALSE,0,0,0,2,10,6,2,0,0,0,2,9,0,2,0,2,0,6,4,17,2,0.352941176470588,0.235294117647059,0.117647058823529,0.647058823529412,691,1773,70,333,20,40.6470588235294,104.294117647059,4.11764705882353,19.5882352941176,1.17647058823529,4.75714285714286,18,4,2,0,0,2,0,1,0,2,0,1,1,0,0,0,0,2,0,1,1,0,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,5,2,4,2,1,0,0,0,0,0,0,0,2,0,64.5,45,67,56,0,0,0,4,258,180,0,0,0,0,0,0,11,11,1,0,11,32,18,5,0,0,0.5625,0.0588235294117647,2,0.0625,7.8125,13.8888888888889,7.17647058823529,34,250,65,32,12,135,48.1818181818182,44.8181818181818,0,0,0,0,68,68,2,11,530,493,13.8888888888889,65,0,18,2,250,25,43,4,0,100,13.6,38,5,0,68,23,4.04347826086957,14,0,0,93,3,6,2,6,0,0,0,10,4,9,2.25,1,33,0,2,6,3,2,24,244,343,337,522,587,4,10,2,2,102.3,1,0,0,0,179,10,0,17.9,2013
"27","BC","CGY",TRUE,26,22,2013035,2013,8,"2013-08-17T21:00:00",FALSE,0,0,0,1,9,5,1,0,0,1,0,9,0,2,0,1,3,3,3,18,4,0.166666666666667,0.166666666666667,0.222222222222222,0.5,594,1529,60,294,13,33,84.9444444444444,3.33333333333333,16.3333333333333,0.722222222222222,4.9,15,4,3,0,0,3,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,1,1,5,5,5,0,0,0,0,0,0,59.6666666666667,38.8333333333333,62,45,0,0,0,6,358,233,0,0,0,0,0,0,0,0,0,0,0,28,16,0,3,0.107142857142857,0.571428571428571,0.0344827586206897,1,0.0357142857142857,7.96428571428571,13.9375,7.48275862068965,29,223,40,25,7,91,41.7777777777778,37.7777777777778,0,0,0,0,48,48,0,9,376,340,13.9375,40,0,16,1,223,35,97,4,1,140,8,19,9,0,72,18,4.38888888888889,12,0,1,79,6,6,1,6,1,3,3,12,5,25,5,1,43,1,4,16,4,3,26,217,302,286,514,519,4,6,0,0,55.2,1,5,5,0,212,13,1,16.3076923076923,2013
"28","TOR","EDM",TRUE,36,33,2013036,2013,8,"2013-08-18T19:00:00",FALSE,0,0,0,2,19,4,2,0,1,0,0,6,0,4,0,0,0,6,6,13,0,0.461538461538462,0.461538461538462,0,0.461538461538462,506,1742,60,531,30,38.9230769230769,134,4.61538461538461,40.8461538461538,2.30769230769231,8.85,25,0,4,0,0,4,0,1,0,3,0,2,0,1,0,0,0,2,0,2,0,0,0,26,1,0,0,0,1,0,0.666666666666667,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,62.4,38.6,70,55,0,0,0,5,312,193,0,0,0,0,0,0,0,0,0,0,0,36,31,4,0,0,0.861111111111111,0.0526315789473684,4,0.111111111111111,12.7222222222222,14.7741935483871,11.9210526315789,38,458,49,36,6,59,38.3333333333333,36.1666666666667,0,0,0,0,57,54,0,6,230,217,14.7741935483871,49,0,31,4,458,16.6666666666667,25,6,0,100,11.5,21,4,0,46,13,5.07692307692308,26,0,0,66,2.5,5,2,5,2,4,2,5,2,3,1.5,1,44,0,2,5,2.5,4,36,453,524,519,670,977,0,10,0,0,155.8,0,0,0,0,146,10,0,14.6,2013
"29","MTL","BC",TRUE,39,38,2013037,2013,9,"2013-08-22T19:30:00",FALSE,0,1,1,0,11,8,4,0,1,0,0,3,0,3,0,1,5,7,7,18,6,0.388888888888889,0.388888888888889,0.333333333333333,0.166666666666667,694,1818,69,395,28,38.5555555555556,101,3.83333333333333,21.9444444444444,1.55555555555556,5.72463768115942,19,6,3,0,0,3,0,1,0,5,1,0,2,2,0,0,0,4,1,0,2,1,0,42,1,0,0,0,1,0,0.8,0,0,0,0,0,0,4,1,1,2,0,0,0,0,0,4,4,4,1,0,61.75,40.5,65,48,0,0,0,8,494,324,0,0,0,0,0,0,0,0,0,0,0,35,15,2,5,0.142857142857143,0.428571428571429,0.102564102564103,1,0.0285714285714286,9.48571428571429,22.1333333333333,7.64102564102564,39,332,86,30,15,120,43.6666666666667,30.3333333333333,0,0,0,0,46,40,0,3,131,91,22.1333333333333,86,0,15,1,332,39.2,90,5,1,196,11.1428571428571,37,7,0,78,22,6.13636363636364,16,0,2,135,8.5,15,4,34,5,32,6.4,10,3,8,2.66666666666667,0,37,1,5,77,15.4,4,39,298,467,390,741,765,6,15,0,0,47.3,0,0,0,0,274,12,1,22.8333333333333,2013
"30","TOR","CGY",TRUE,14,35,2013038,2013,9,"2013-08-23T19:30:00",FALSE,0,0,0,1,12,6,0,0,0,1,0,6,0,2,1,1,2,2,2,15,4,0.133333333333333,0.133333333333333,0.266666666666667,0.4,488,1479,58,318,8,32.5333333333333,98.6,3.86666666666667,21.2,0.533333333333333,5.48275862068965,19,4,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,0,0,0,0,0,0,0,0,0,60.2,39.4,63,63,0,0,0,5,301,197,0,0,0,0,0,0,0,0,0,0,0,33,21,3,2,0.0606060606060606,0.636363636363636,0.108108108108108,1,0.0303030303030303,8.39393939393939,13.1904761904762,6.97297297297297,37,277,39,31,8,113,40.5,37.8333333333333,0,0,0,0,44,44,0,6,243,227,13.1904761904762,39,0,21,1,277,21.6,28,5,0,108,1,11,5,0,5,13,5.69230769230769,19,0,1,74,4.75,7,4,19,1,1,1,5,4,9,2.25,0,51,2,6,28,4.66666666666667,2,14,258,351,323,464,609,3,2,0,0,74.9,1,0,0,0,113,10,0,11.3,2013
"31","HAM","WPG",TRUE,37,14,2013039,2013,9,"2013-08-24T13:00:00",FALSE,0,0,0,0,18,9,3,0,1,1,0,6,0,3,0,0,2,6,6,16,2,0.375,0.375,0.125,0.375,668,2103,70,450,27,41.75,131.4375,4.375,28.125,1.6875,6.42857142857143,27,3,4,0,0,4,0,1,0,4,1,0,0,3,0,0,0,3,1,0,0,2,0,42,1,0,0,0,1,0,0.75,0,0,0,0,0,0,2,1,1,2,1,0,0,0,0,25,34,50,2,1,61.1428571428571,35.4285714285714,64,48,0,0,0,7,428,248,0,0,0,0,0,0,0,0,0,0,0,39,27,5,2,0.0512820512820513,0.692307692307692,0.0487804878048781,2,0.0512820512820513,9.46153846153846,13.6666666666667,8.63414634146342,41,369,35,37,7,71,41.6666666666667,34,0,0,0,0,50,41,0,6,250,204,13.6666666666667,35,0,27,2,369,23,24,2,0,46,6.66666666666667,25,6,0,40,18,5.27777777777778,26,0,1,95,7.5,8,2,15,2,21,10.5,12,1,2,2,0,34,0,3,17,5.66666666666667,4,37,354,464,447,550,818,3,13,0,0,94.9,1,0,0,0,86,8,0,10.75,2013
"32","EDM","SSK",TRUE,27,30,2013040,2013,9,"2013-08-24T16:00:00",FALSE,0,0,0,2,12,7,2,0,0,0,0,5,0,3,0,1,2,5,5,13,3,0.384615384615385,0.384615384615385,0.230769230769231,0.384615384615385,425,1569,60,436,24,32.6923076923077,120.692307692308,4.61538461538461,33.5384615384615,1.84615384615385,7.26666666666667,21,3,3,0,0,3,0,1,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,46,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,65,41.5,72,50,0,0,0,4,260,166,0,0,0,0,0,0,0,0,0,0,0,29,19,1,2,0.0689655172413793,0.655172413793103,0.09375,3,0.103448275862069,10.448275862069,15.9473684210526,8.625,32,303,41,27,3,40,51.6,43.6,0,0,0,0,61,58,0,5,258,218,15.9473684210526,41,0,19,3,303,29.3333333333333,43,3,0,88,2.6,5,5,0,13,20,6.6,17,0,0,132,9,11,3,27,2,17,8.5,8,2,6,3,0,55,0,4,29,7.25,3,27,276,435,406,536,711,3,9,0,0,106,0,0,0,0,101,8,0,12.625,2013
"33","BC","HAM",TRUE,29,26,2013041,2013,10,"2013-08-30T22:00:00",FALSE,0,0,0,1,18,4,0,1,0,1,0,5,0,4,0,1,0,5,4,13,1,0.384615384615385,0.307692307692308,0.0769230769230769,0.384615384615385,493,1968,65,407,23,37.9230769230769,151.384615384615,5,31.3076923076923,1.76923076923077,6.26153846153846,23,1,4,0,0,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,31,31,31,1,0,59.3333333333333,39.8333333333333,73,58,0,0,0,6,356,239,0,0,0,0,0,0,0,0,0,0,0,36,26,2,0,0,0.722222222222222,0.027027027027027,3,0.0833333333333333,9.97222222222222,13.8076923076923,9.54054054054054,37,359,80,36,9,65,43,39.4,0,0,0,0,52,47,0,5,215,197,13.8076923076923,80,0,26,3,359,16,33,5,0,80,5.5,7,4,0,22,18,3.61111111111111,19,0,1,65,6,6,1,6,5,32,6.4,10,0,0,0,0,41,1,5,17,3.4,4,29,353,424,407,526,777,1,5,0,1,131.6,0,0,0,0,102,9,0,11.3333333333333,2013
"34","SSK","WPG",TRUE,48,25,2013042,2013,10,"2013-09-01T16:00:00",FALSE,0,0,0,2,15,11,2,0,0,1,0,6,0,6,0,0,1,8,8,17,1,0.470588235294118,0.470588235294118,0.0588235294117647,0.352941176470588,748,1972,71,461,40,44,116,4.17647058823529,27.1176470588235,2.35294117647059,6.49295774647887,28,1,6,0,0,6,0,1,0,2,0,1,0,1,0,0,0,2,0,1,0,1,0,47,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,7,7,7,0,25,41,50,2,0,63.625,45,72,59,0,0,0,8,509,360,0,0,0,0,1,1,0,0,0,0,0,35,24,3,1,0.0285714285714286,0.685714285714286,0.0277777777777778,4,0.114285714285714,9,13.125,8.55555555555556,36,315,43,34,5,72,44.1666666666667,32.1666666666667,1,0,0,0,53,41,0,6,265,193,13.125,43,0,24,4,315,17,28,3,0,51,5.5,12,6,0,33,26,5.03846153846154,22,1,2,131,7,7,1,7,2,10,5,13,3,16,5.33333333333333,0,36,0,2,8,4,6,48,308,446,438,530,754,1,12,0,0,122.9,1,7,7,0,84,9,0,9.33333333333333,2013
"35","CGY","EDM",TRUE,37,34,2013043,2013,10,"2013-09-02T17:00:00",FALSE,0,0,0,2,12,4,3,0,0,2,0,8,0,4,0,2,0,7,7,19,2,0.368421052631579,0.368421052631579,0.105263157894737,0.421052631578947,838,1981,68,476,33,44.1052631578947,104.263157894737,3.57894736842105,25.0526315789474,1.73684210526316,7,18,3,4,0,0,4,0,1,0,3,1,1,0,1,0,0,0,3,1,1,0,1,0,41,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,3,1,0,0,0,0,0,33.5,42,67,2,0,67,47,76,54,1,0,0,5,335,235,0,0,0,0,0,0,0,0,0,0,0,29,19,4,0,0,0.655172413793103,0.121212121212121,3,0.103448275862069,13.6896551724138,20.8947368421053,11.1818181818182,33,397,80,29,10,115,48.625,35.625,0,0,0,0,59,53,0,8,389,285,17.5789473684211,66,0,19,3,334,15.2,27,5,0,76,10.3333333333333,19,9,0,93,21,3.28571428571429,9,0,1,69,7,9,4,28,7,49,7,8,1,2,2,0,37,0,7,31,4.42857142857143,4,37,369,403,372,572,772,3,13,0,0,143.2,0,0,0,0,169,14,0,12.0714285714286,2013
