"36","TOR","MTL",TRUE,9,20,2013044,2013,10,"2013-09-03T19:30:00",FALSE,0,0,0,2,9,3,0,1,0,0,1,9,0,1,1,2,1,3,1,16,4,0.1875,0.0625,0.25,0.625,486,1624,62,342,8,30.375,101.5,3.875,21.375,0.5,5.51612903225806,14,4,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,3,1,2,2,1,0,0,0,0,0,0,0,1,0,61,45,65,50,0,0,0,2,122,90,0,0,0,0,0,0,0,0,0,0,0,33,21,0,1,0.0303030303030303,0.636363636363636,0.0571428571428571,1,0.0303030303030303,7.75757575757576,12.1904761904762,7.22857142857143,35,256,56,32,9,76,45.9,45,0,0,0,0,68,68,1,10,459,450,12.1904761904762,56,0,21,1,256,18.4,30,5,0,92,10.75,24,4,0,43,16,3.625,18,0,0,58,1.5,2,2,3,4,29,7.25,8,3,6,2,0,48,0,2,3,1.5,1,9,253,314,311,449,567,3,3,1,2,84.9,1,0,0,0,135,9,0,15,2013
"37","EDM","CGY",TRUE,12,22,2013045,2013,11,"2013-09-06T21:00:00",FALSE,0,0,0,0,10,7,1,2,0,0,0,10,0,1,1,0,0,4,2,15,1,0.266666666666667,0.133333333333333,0.0666666666666667,0.666666666666667,643,1558,67,261,11,42.8666666666667,103.866666666667,4.46666666666667,17.4,0.733333333333333,3.8955223880597,17,2,1,0,0,1,0,1,0,3,1,1,1,0,0,0,0,1,1,0,0,0,0,14,2,0,1,1,0,0,0.333333333333333,2,0,0,0,0,0,1,2,1,1,1,0,0,0,0,27,27,27,1,0,68.5,44.5,73,47,0,0,0,2,137,89,0,0,0,0,0,0,0,0,0,0,0,26,16,0,0,0,0.615384615384615,0.212121212121212,0,0,7.46153846153846,12.125,4.48484848484848,33,194,27,26,8,60,40.3,32.3,0,0,0,0,54,40,0,10,403,323,12.125,27,0,16,0,194,22,23,2,0,44,7.42857142857143,16,7,0,52,21,6.80952380952381,29,0,1,143,6.57142857142857,12,7,46,4,33,8.25,9,1,5,5,0,43,0,7,46,6.57142857142857,1,12,148,337,291,433,485,1,6,0,2,84.5,1,0,0,0,96,9,0,10.6666666666667,2013
"38","HAM","BC",TRUE,37,29,2013046,2013,11,"2013-09-07T16:00:00",FALSE,0,0,0,0,17,3,3,0,0,0,0,6,0,4,0,1,2,7,7,17,3,0.411764705882353,0.411764705882353,0.176470588235294,0.352941176470588,693,1783,61,413,31,40.7647058823529,104.882352941176,3.58823529411765,24.2941176470588,1.82352941176471,6.77049180327869,20,3,4,0,0,4,0,1,0,3,0,1,2,0,0,0,0,3,0,1,2,0,0,39,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2,1,31,31,31,0,0,0,0,0,0,59.5,41,68,46,0,0,0,8,476,328,0,0,0,0,0,0,16,16,1,0,16,35,25,4,2,0.0571428571428571,0.714285714285714,0.0540540540540541,4,0.114285714285714,10.7142857142857,15,9.83783783783784,37,375,37,33,9,109,47,36.6666666666667,0,0,0,0,55,42,0,6,282,220,15,37,0,25,4,375,18.6,23,5,0,93,8.25,17,8,0,66,14,4.57142857142857,19,0,0,64,5.5,7,2,11,3,9,3,13,1,3,3,0,37,1,3,21,7,4,37,364,439,418,614,803,3,13,0,0,120.5,1,31,31,0,175,14,0,12.5,2013
"39","MTL","TOR",TRUE,30,37,2013047,2013,11,"2013-09-08T13:00:00",FALSE,0,0,0,1,10,2,3,0,0,0,0,9,0,2,0,0,4,5,5,18,4,0.277777777777778,0.277777777777778,0.222222222222222,0.5,670,1472,59,262,21,37.2222222222222,81.7777777777778,3.27777777777778,14.5555555555556,1.16666666666667,4.44067796610169,13,4,3,0,0,3,0,1,0,3,0,1,1,1,0,0,0,3,0,1,1,1,0,41,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,3,2,40,47,80,1,0,0,0,1,0,52.3333333333333,35.1666666666667,57,48,0,0,0,6,314,211,0,0,0,0,0,0,1,10,3,0,3,29,13,2,4,0.137931034482759,0.448275862068966,0.147058823529412,1,0.0344827586206897,7.75862068965517,17.3076923076923,5.58823529411765,34,225,45,25,10,93,40,33.1111111111111,0,0,0,0,55,41,0,9,360,298,17.3076923076923,45,0,13,1,225,18.8,24,5,0,94,8.2,17,5,0,41,13,3.30769230769231,9,0,1,43,7,10,5,35,5,30,6,12,3,3,1,0,49,0,5,35,7,3,30,190,268,233,406,458,4,12,0,0,43.7,2,80,40,1,138,13,0,10.6153846153846,2013
"40","WPG","SSK",TRUE,25,13,2013048,2013,11,"2013-09-08T16:00:00",FALSE,0,0,0,2,4,5,1,1,0,2,0,9,0,2,0,1,1,4,3,17,2,0.235294117647059,0.176470588235294,0.117647058823529,0.529411764705882,604,1696,60,219,16,35.5294117647059,99.7647058823529,3.52941176470588,12.8823529411765,0.941176470588235,3.65,11,3,3,0,0,3,0,1,0,2,0,0,1,1,0,0,0,1,0,0,1,0,0,38,1,0,0,0,1,0,0.5,1,0,0,0,0,0,3,1,2,3,2,1,2,2,0,2,2,2,1,0,60.75,32.5,65,42,0,0,0,4,243,130,0,0,0,0,0,0,0,0,0,0,0,17,8,3,1,0.0588235294117647,0.470588235294118,0.291666666666667,0,0,7.58823529411765,16.125,3.625,24,129,45,16,12,116,43.5,35.3,0,0,0,0,47,49,0,10,435,353,16.125,45,0,8,0,129,59.5,98,2,1,119,7.66666666666667,11,6,0,46,20,5.3,33,0,2,106,6,10,7,42,8,69,8.625,12,2,3,1.5,0,44,0,11,52,4.72727272727273,3,25,87,235,183,400,322,3,7,0,1,48.4,2,2,1,0,165,8,1,20.625,2013
"41","CGY","HAM",TRUE,26,22,2013049,2013,12,"2013-09-13T21:00:00",FALSE,0,0,0,2,9,7,4,0,0,1,0,5,0,2,0,1,2,6,6,15,3,0.4,0.4,0.2,0.333333333333333,601,1728,62,401,24,40.0666666666667,115.2,4.13333333333333,26.7333333333333,1.6,6.46774193548387,18,3,2,0,0,2,0,1,0,4,1,2,0,1,0,0,0,4,1,2,0,1,0,43,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,68.25,49.5,75,64,0,0,0,4,273,198,0,0,0,0,0,0,103,103,1,0,103,31,21,4,2,0.0645161290322581,0.67741935483871,0.0606060606060606,2,0.0645161290322581,9.29032258064516,13.7142857142857,8.60606060606061,33,288,80,29,9,64,48.8,40.6,0,0,0,0,52,49,0,5,244,203,13.7142857142857,80,0,21,2,288,22,33,4,0,88,18,70,6,0,108,18,6.11111111111111,19,0,0,110,2,3,2,4,5,27,5.4,8,2,8,4,0,46,0,4,7,1.75,2,26,284,398,391,697,682,3,14,0,0,91.9,0,0,0,0,299,11,0,27.1818181818182,2013
"42","EDM","WPG",TRUE,25,7,2013050,2013,12,"2013-09-14T18:30:00",FALSE,0,0,0,0,9,8,1,0,0,0,1,10,0,3,0,0,0,5,4,15,0,0.333333333333333,0.266666666666667,0,0.733333333333333,551,1708,61,334,22,36.7333333333333,113.866666666667,4.06666666666667,22.2666666666667,1.46666666666667,5.47540983606557,17,0,3,0,0,3,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2,4,8,8,0,15.5,31,31,2,0,66,48.75,74,52,0,0,0,4,264,195,0,0,0,0,0,0,0,0,0,0,0,25,16,2,0,0,0.64,0.107142857142857,3,0.12,7.84,12.25,6.67857142857143,28,196,32,25,12,107,46.7272727272727,43,0,0,0,0,56,56,1,11,514,473,12.25,32,0,16,3,196,13,13,1,0,13,4.25,12,4,0,17,21,7.28571428571429,45,0,0,153,3,5,3,9,4,25,6.25,10,4,10,2.5,0,43,0,3,9,3,3,25,187,349,340,379,536,0,7,1,1,127.7,2,8,4,0,30,5,0,6,2013
"43","SSK","TOR",TRUE,29,31,2013051,2013,12,"2013-09-14T21:30:00",FALSE,0,1,1,2,14,2,3,0,1,0,0,6,0,3,1,0,3,6,6,17,4,0.352941176470588,0.352941176470588,0.235294117647059,0.352941176470588,796,2048,75,366,27,46.8235294117647,120.470588235294,4.41176470588235,21.5294117647059,1.58823529411765,4.88,18,4,2,0,0,2,0,1,0,4,2,1,1,0,0,0,0,3,2,0,1,0,0,33,1,0,1,0,0,0,0.75,0,0,0,0,0,0,1,2,0,4,3,0,0,0,0,28,28,28,1,0,50.75,37,67,51,0,0,0,4,203,148,0,0,0,0,0,0,0,0,0,0,0,49,24,2,3,0.0612244897959184,0.489795918367347,0.0392156862745098,3,0.0612244897959184,7.53061224489796,15.375,6.94117647058824,51,369,47,45,15,163,49.1428571428571,48.5714285714286,0,0,0,0,55,59,0,7,344,340,15.375,47,0,24,3,369,23.25,34,4,0,93,3.66666666666667,8,6,0,22,13,2.07692307692308,6,0,0,27,7.5,8,2,15,3,22,7.33333333333333,9,0,0,0,0,34,0,3,52,17.3333333333333,3,29,354,396,344,511,750,3,11,0,0,69.2,3,0,0,0,115,10,0,11.5,2013
"44","BC","MTL",TRUE,36,14,2013052,2013,12,"2013-09-15T16:30:00",FALSE,0,0,0,0,14,6,2,0,0,1,0,5,0,4,0,2,3,6,6,17,5,0.352941176470588,0.352941176470588,0.294117647058824,0.294117647058824,944,1792,64,307,30,55.5294117647059,105.411764705882,3.76470588235294,18.0588235294118,1.76470588235294,4.796875,20,5,4,0,0,4,0,1,0,2,0,1,0,1,0,0,0,2,0,1,0,1,0,43,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2,1,1,0,0,0,0,41.5,44,83,2,0,57.2,39.6,65,48,0,0,0,5,286,198,0,0,0,0,0,0,0,0,0,0,0,35,23,3,3,0.0857142857142857,0.657142857142857,0.0540540540540541,2,0.0571428571428571,6.97142857142857,10.6086956521739,6.27027027027027,37,244,58,32,8,82,40.8,38.2,0,0,0,0,52,52,0,5,204,191,10.6086956521739,58,0,23,2,244,30.5,47,4,0,122,3,7,3,0,9,18,5.61111111111111,15,0,2,101,6,11,2,12,4,18,4.5,7,1,2,2,1,42,0,4,28,7,4,36,232,345,317,476,577,5,10,0,0,69.2,1,0,0,0,131,7,0,18.7142857142857,2013
"45","WPG","EDM",TRUE,27,35,2013053,2013,13,"2013-09-20T20:00:00",TRUE,0,0,0,2,9,5,2,0,1,3,0,7,0,2,0,1,2,4,4,18,3,0.222222222222222,0.222222222222222,0.166666666666667,0.388888888888889,720,1617,63,295,18,40,89.8333333333333,3.5,16.3888888888889,1,4.68253968253968,16,3,3,0,0,3,0,1,0,3,0,1,2,0,0,0,0,2,0,1,1,0,0,32,1,0,0,1,0,0,0.666666666666667,0,0,0,0,0,0,2,3,1,4,3,16,48,48,1,0,0,0,0,0,55,39.5,65,49,0,0,0,4,220,158,0,0,0,0,0,0,0,0,0,0,0,29,18,4,2,0.0689655172413793,0.620689655172414,0.09375,1,0.0344827586206897,8.72413793103448,14.0555555555556,6.5625,32,253,41,27,8,59,41.4285714285714,32.5714285714286,0,0,0,0,51,40,0,7,290,228,14.0555555555556,41,0,18,1,253,11.5,19,4,0,46,4.6,7,5,0,23,17,3.64705882352941,16,0,1,62,14.3333333333333,19,3,43,4,35,8.75,9,2,5,2.5,0,46,0,7,49,7,3,27,210,315,266,384,525,3,9,0,0,72.9,3,48,16,1,69,9,0,7.66666666666667,2013
"46","HAM","MTL",TRUE,28,26,2013054,2013,13,"2013-09-21T16:00:00",FALSE,0,0,0,3,9,8,4,0,0,1,0,4,0,2,0,1,1,6,6,13,2,0.461538461538462,0.461538461538462,0.153846153846154,0.307692307692308,830,1770,62,301,24,63.8461538461538,136.153846153846,4.76923076923077,23.1538461538462,1.84615384615385,4.85483870967742,20,2,2,1,0,2,0,1,0,4,0,2,1,1,0,0,0,4,0,2,1,1,0,40,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,3,3,3,0,0,0,0,0,0,60.6,41.4,68,48,0,0,0,5,303,207,0,0,0,0,0,0,0,0,0,0,0,28,16,2,1,0.0357142857142857,0.571428571428571,0.151515151515152,1,0.0357142857142857,6.64285714285714,11.625,4.48484848484848,33,186,26,27,5,50,41.6,40.4,0,0,0,0,50,44,0,5,208,202,11.625,26,0,16,1,186,20.2,60,5,0,101,9,15,3,0,27,18,5.66666666666667,30,0,1,102,7.6,11,5,38,2,19,9.5,8,1,2,2,1,41,0,7,40,5.71428571428571,2,28,148,288,248,416,436,2,14,0,0,74.4,1,3,3,0,128,8,0,16,2013
"47","CGY","TOR",TRUE,27,33,2013055,2013,13,"2013-09-21T19:30:00",FALSE,0,0,0,2,13,8,1,1,0,1,2,6,0,3,0,0,2,7,4,16,2,0.4375,0.25,0.125,0.5,652,1924,66,336,24,40.75,120.25,4.125,21,1.5,5.09090909090909,23,2,3,0,0,3,0,1,0,2,0,0,1,0,1,0,0,1,0,0,0,0,1,52,1,0,0,1,0,0,0.5,1,0,0,0,0,0,0,2,0,2,2,2.5,5,5,0,0,0,0,0,0,57.6666666666667,41.6666666666667,71,48,0,0,0,3,173,125,0,0,0,0,0,0,20,20,1,0,20,35,24,0,2,0.0571428571428571,0.685714285714286,0.0540540540540541,2,0.0571428571428571,7.48571428571429,10.9166666666667,6.72972972972973,37,262,23,33,7,40,46,41,0,0,0,0,59,59,2,8,368,328,10.9166666666667,23,0,24,2,262,26.1428571428571,56,7,0,183,7,11,3,0,21,19,5.31578947368421,25,0,1,101,6.5,8,2,13,4,25,6.25,6,0,0,0,0,41,0,3,15,5,3,27,249,363,348,587,612,2,9,2,3,85.7,2,5,2.5,0,224,11,0,20.3636363636364,2013
"48","SSK","BC",TRUE,22,24,2013056,2013,13,"2013-09-22T16:30:00",FALSE,0,0,0,3,16,4,2,0,2,0,2,7,0,2,0,2,0,6,4,17,2,0.352941176470588,0.235294117647059,0.117647058823529,0.529411764705882,867,2020,81,371,20,51,118.823529411765,4.76470588235294,21.8235294117647,1.17647058823529,4.58024691358025,23,2,2,0,0,2,0,1,0,4,1,0,2,1,0,0,0,2,1,0,0,1,0,47,2,0,0,2,0,0,0.5,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,60,41,70,51,0,0,0,4,240,164,0,0,0,0,0,0,0,0,0,0,0,52,35,5,0,0,0.673076923076923,0.037037037037037,2,0.0384615384615385,6.26923076923077,9.31428571428571,5.90740740740741,54,326,37,51,5,55,47.1111111111111,41,0,0,0,0,68,68,2,9,424,369,9.31428571428571,37,0,35,2,326,17,17,1,0,17,10.4545454545455,33,11,0,115,12,3.25,7,0,0,39,3.5,7,2,7,4,30,7.5,8,3,5,1.66666666666667,0,35,0,4,19,4.75,2,22,319,365,346,497,684,2,10,2,2,97.1,0,0,0,0,132,12,0,11,2013
"49","WPG","BC",TRUE,17,53,2013057,2013,14,"2013-09-27T20:00:00",FALSE,0,0,0,1,8,3,1,0,1,1,0,10,0,2,1,3,3,3,3,22,7,0.136363636363636,0.136363636363636,0.318181818181818,0.454545454545455,750,1534,65,282,15,34.0909090909091,69.7272727272727,2.95454545454545,12.8181818181818,0.681818181818182,4.33846153846154,12,7,2,0,0,2,0,1,0,2,0,0,2,0,0,0,0,1,0,0,1,0,0,30,1,0,0,1,0,0,0.5,0,0,0,0,0,0,5,3,3,3,1,0,0,0,0,0,0,0,0,0,56,37.3333333333333,59,38,0,0,0,3,168,112,0,0,0,0,0,0,0,0,0,0,0,37,19,3,3,0.0810810810810811,0.513513513513513,0.0975609756097561,2,0.0540540540540541,6.16216216216216,12,5.09756097560976,41,228,38,34,7,73,41.6,35.8,0,0,0,0,47,41,0,10,416,358,12,38,0,19,2,228,20.8333333333333,45,6,0,125,2,6,7,0,14,12,2.66666666666667,11,0,0,32,4.75,8,4,19,3,29,9.66666666666667,13,2,3,1.5,0,44,0,4,19,4.75,2,17,209,260,241,399,469,6,5,0,0,54.8,1,0,0,0,139,13,0,10.6923076923077,2013
"50","HAM","CGY",TRUE,11,35,2013058,2013,14,"2013-09-28T18:00:00",FALSE,0,0,0,2,15,8,1,1,1,1,0,5,0,1,1,0,5,3,2,16,6,0.1875,0.125,0.375,0.3125,661,1833,70,420,10,41.3125,114.5625,4.375,26.25,0.625,6,25,6,1,0,0,1,0,1,0,3,0,2,0,1,0,0,0,1,0,1,0,0,0,27,2,0,1,0,1,0,0.333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,57,43.6666666666667,70,47,0,0,0,3,171,131,0,0,0,0,0,0,0,0,0,0,0,42,23,3,5,0.119047619047619,0.547619047619048,0.0454545454545455,0,0,6.38095238095238,11.6521739130435,5.88636363636364,44,268,33,37,7,65,39.6,37,0,0,0,0,45,44,0,5,198,185,11.6521739130435,33,0,23,0,268,17.3333333333333,30,6,0,104,5.42857142857143,9,7,0,38,18,8.16666666666667,28,0,1,147,4.5,8,2,9,2,6,3,5,1,1,1,0,42,0,2,9,4.5,1,11,259,415,406,557,674,5,5,0,1,34.7,0,0,0,0,142,13,0,10.9230769230769,2013
"51","EDM","TOR",TRUE,22,34,2013059,2013,14,"2013-09-28T21:00:00",FALSE,0,0,0,3,15,4,0,0,1,1,1,7,0,3,0,2,2,4,3,17,4,0.235294117647059,0.176470588235294,0.235294117647059,0.470588235294118,550,1984,66,361,19,32.3529411764706,116.705882352941,3.88235294117647,21.2352941176471,1.11764705882353,5.46969696969697,22,5,3,0,0,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,1,0,64.25,31.5,73,50,0,0,0,4,257,126,0,0,0,0,0,0,0,0,0,0,0,36,19,3,3,0.0833333333333333,0.527777777777778,0.1,2,0.0555555555555556,7.69444444444444,14.5789473684211,6.225,40,277,38,33,12,104,45.5,39.25,0,0,0,0,51,51,1,8,364,314,14.5789473684211,38,0,19,2,277,19.4,31,5,0,97,5.5,12,6,0,33,16,4.875,22,0,1,78,7,15,4,28,6,42,7,10,0,0,0,0,39,0,5,29,5.8,3,22,249,355,326,485,604,5,4,1,1,61.9,0,0,0,0,130,11,0,11.8181818181818,2013
"52","MTL","SSK",TRUE,17,12,2013060,2013,14,"2013-09-29T13:00:00",FALSE,0,0,0,2,10,3,3,0,1,1,1,9,0,1,0,1,0,5,4,18,1,0.277777777777778,0.222222222222222,0.0555555555555556,0.555555555555556,650,1792,71,415,14,36.1111111111111,99.5555555555556,3.94444444444444,23.0555555555556,0.777777777777778,5.84507042253521,15,1,1,0,0,1,0,1,0,4,1,0,2,1,0,0,0,3,1,0,1,1,0,40,1,0,0,1,0,0,0.75,0,0,0,0,0,0,2,1,1,2,1,0,0,0,0,0,0,0,3,0,62.25,33,65,45,0,0,0,4,249,132,0,0,0,0,0,0,0,0,0,0,0,37,22,5,0,0,0.594594594594595,0,1,0.027027027027027,8.59459459459459,14.4545454545455,8.59459459459459,37,318,54,37,5,45,41.5,36.5,0,0,0,0,52,52,1,10,415,365,14.4545454545455,54,0,22,1,318,33.5,43,2,0,67,4.42857142857143,8,7,0,31,17,4.88235294117647,22,0,0,83,0,0,0,0,4,23,5.75,7,0,0,0,0,36,1,3,4,1.33333333333333,1,17,318,401,397,499,719,1,11,1,1,96.5,1,0,0,0,98,9,0,10.8888888888889,2013
"53","TOR","HAM",TRUE,19,33,2013061,2013,15,"2013-10-04T19:00:00",FALSE,0,0,0,0,13,4,4,0,0,0,0,6,0,1,1,0,1,5,5,13,2,0.384615384615385,0.384615384615385,0.153846153846154,0.461538461538462,424,1480,60,317,18,32.6153846153846,113.846153846154,4.61538461538461,24.3846153846154,1.38461538461538,5.28333333333333,17,2,1,0,0,1,0,1,0,4,1,0,2,1,0,0,0,4,1,0,2,1,0,42,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3,3,3,0,28,28,28,1,0,68.6,41.6,73,54,0,0,0,5,343,208,0,0,0,0,0,0,8,8,1,0,8,32,21,1,1,0.03125,0.65625,0.135135135135135,0,0,8.65625,13.1904761904762,6.7027027027027,37,277,40,31,12,110,40.1666666666667,33.8333333333333,1,0,0,0,54,49,0,6,241,203,13.1904761904762,40,0,21,0,277,22,39,5,0,110,6.33333333333333,11,3,0,19,13,5.30769230769231,20,0,1,69,5.8,15,5,29,1,9,9,9,2,6,3,0,42,0,5,29,5.8,1,19,248,346,317,483,594,1,13,0,0,79.8,1,3,3,0,137,9,0,15.2222222222222,2013
"54","BC","SSK",TRUE,17,31,2013062,2013,15,"2013-10-04T22:00:00",FALSE,0,0,0,3,13,5,1,0,1,0,0,7,0,2,1,0,3,3,3,16,4,0.1875,0.1875,0.25,0.4375,556,1934,67,364,13,34.75,120.875,4.1875,22.75,0.8125,5.43283582089552,21,4,2,0,0,2,0,1,0,2,0,0,2,0,0,0,0,1,0,0,1,0,0,35,1,0,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.2,30.4,62,41,1,0,0,5,236,152,0,0,0,0,0,0,12,12,1,0,12,38,19,1,3,0.0789473684210526,0.5,0.116279069767442,1,0.0263157894736842,7.52631578947368,15.0526315789474,6.02325581395349,43,286,41,35,11,138,43,34,0,0,0,0,50,47,0,7,301,238,15.0526315789474,41,0,19,1,286,19.3333333333333,24,3,0,58,8,14,6,0,48,14,5.71428571428571,41,0,1,80,5.4,10,5,27,2,18,9,12,3,10,3.33333333333333,0,39,1,6,30,5,2,17,259,366,336,484,625,3,5,0,0,51,0,0,0,0,118,10,0,11.8,2013
"55","EDM","MTL",TRUE,24,47,2013063,2013,15,"2013-10-05T15:30:00",FALSE,0,0,0,2,19,2,1,0,1,0,0,5,0,3,1,0,5,4,4,16,6,0.25,0.25,0.375,0.3125,545,1635,66,436,21,34.0625,102.1875,4.125,27.25,1.3125,6.60606060606061,23,7,3,0,0,3,0,1,0,2,0,1,0,1,0,0,0,1,0,1,0,0,0,24,1,0,0,0,1,0,0.5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,25,56,50,2,0,45.5,36,69,66,0,0,0,4,182,144,0,0,0,0,0,0,0,0,0,0,0,47,26,4,5,0.106382978723404,0.553191489361702,0.0208333333333333,3,0.0638297872340425,8.17021276595745,14.7692307692308,7.9375,48,384,45,42,11,115,41.2,35.6,0,0,0,0,46,44,0,5,206,178,14.7692307692308,45,0,26,3,384,16.7142857142857,23,7,0,117,21.5,53,4,0,86,11,4.09090909090909,23,0,0,45,3,3,1,3,1,5,5,9,0,0,0,0,42,0,1,3,3,3,24,381,429,426,632,810,6,6,0,0,63.9,0,0,0,0,203,11,0,18.4545454545455,2013
"56","CGY","WPG",TRUE,38,11,2013064,2013,15,"2013-10-05T18:30:00",FALSE,0,0,0,1,16,11,3,0,0,0,1,5,0,4,1,0,0,8,7,14,1,0.571428571428571,0.5,0.0714285714285714,0.428571428571429,436,2060,71,653,34,31.1428571428571,147.142857142857,5.07142857142857,46.6428571428571,2.42857142857143,9.19718309859155,28,1,4,0,0,4,0,1,0,3,1,0,1,1,0,0,0,3,1,0,1,1,0,46,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,1,0,62.1666666666667,29.3333333333333,66,55,0,0,0,6,373,176,0,0,0,0,0,0,19,19,1,0,19,33,24,5,0,0,0.727272727272727,0,2,0.0606060606060606,10.9393939393939,15.0416666666667,10.9393939393939,33,361,36,33,2,8,44.5,39.8333333333333,0,0,0,0,60,60,1,6,267,239,15.0416666666667,36,0,24,2,361,15.3333333333333,17,3,0,46,1.5,5,4,0,6,29,9,50,0,2,261,0,0,0,0,1,7,7,8,3,7,2.33333333333333,0,30,0,0,0,0,4,38,361,622,622,693,983,0,14,1,1,128.5,0,0,0,0,71,8,0,8.875,2013
